Prediction,Actual,Explanation
Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Age (Days), Family Size."
Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Age (Days), Family Size."
Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Age (Days)."
Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Age (Days)."
Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Family Size, Age (Days)."
Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Family Size, Age (Days)."
Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Age (Days)."
Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Age (Days), Family Size."
Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, -0.27, Car Ownership, Family Size, Age (Days)."
Denied,Denied,"This application was denied due to Housing Type, Email, Work Phone, Car Ownership, -0.15."
Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.27, Age (Days)."
Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, Family Size, -0.15."
Denied,Denied,"This application was denied due to Email, Housing Type, Work Phone, Car Ownership, -0.15, Family Size."
Denied,Denied,"This application was denied due to Housing Type, Email, Car Ownership, Work Phone, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, -0.57, Education Level, -0.20, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.57, Car Ownership, Education Level, -0.20, -0.85."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, Car Ownership, Phone, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Car Ownership, -0.85, Education Level, -0.20."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, Car Ownership, Phone, Family Size, -0.15."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, Car Ownership, Phone, -0.15."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, Car Ownership, Phone, -0.15, Family Size."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, Car Ownership, Phone, -0.15, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, Car Ownership, Phone, -0.15, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, Car Ownership, Phone, Family Size, -0.15."
Denied,Denied,"This application was denied due to Income Category, Email, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Family Size, Education Level."
Denied,Denied,"This application was denied due to Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Education Level, Family Size."
Denied,Denied,"This application was denied due to Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Education Level, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Education Level, Family Size."
Denied,Denied,"This application was denied due to Email, Employment Duration (Days), Income Category, Housing Type, Work Phone, Car Ownership, Education Level, Family Size."
Denied,Denied,"This application was denied due to Email, Housing Type, Number of Children, Age (Days)."
Denied,Denied,"This application was denied due to Email, Housing Type, Number of Children, Age (Days)."
Denied,Denied,"This application was denied due to Email, Housing Type, Number of Children, Age (Days)."
Denied,Denied,"This application was denied due to Email, Housing Type, Number of Children, Age (Days)."
Denied,Denied,"This application was denied due to Email, Number of Children, Phone, Age (Days), -0.77."
Denied,Denied,"This application was denied due to Email, Number of Children, Phone, Age (Days)."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, -0.13, Occupation, -0.85, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, -0.13, Occupation, -0.85."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, -0.13, Occupation, -0.85."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, -0.13, Occupation, -0.85."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, -0.13, Occupation, Family Size, -0.85."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, -0.13, Occupation, -0.85, Family Size."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, -0.13, Occupation, -0.85."
Denied,Denied,"This application was denied due to Income Category, Email, -0.13, Housing Type, Occupation, -0.85, Family Size."
Denied,Denied,"This application was denied due to Email, Income Category, -0.13, Housing Type, Occupation, Family Size, -0.85."
Denied,Denied,"This application was denied due to Income Category, Housing Type, Email, -0.13, Occupation, -0.85, Family Size."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, -0.13, Occupation, -0.85, Family Size."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, -0.13, Occupation, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, -0.82, Phone, -0.20, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.82, -0.57, Phone, -0.85, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, -0.82, Phone, -0.20, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to Email, Housing Type, -1.62, Employment Duration (Days), Income Category, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, Work Phone, Age (Days), Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Phone, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Phone, Age (Days)."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Work Phone, Phone, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Age (Days), Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Phone, -0.27, Occupation, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Phone, Family Size, Age (Days), -0.77."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.27, Phone, Occupation, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.27, Phone, Occupation, Age (Days)."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, Work Phone, Occupation, Phone, -0.27, Age (Days)."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Phone, -0.27, Occupation, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Occupation, Age (Days), -0.27, Phone."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.27, Age (Days), Occupation, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Phone, -0.27, Occupation, Age (Days)."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Phone, Occupation, -0.27, Age (Days), Family Size."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, Work Phone, -0.27, Occupation, Phone, Family Size, Age (Days)."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Work Phone, Phone, Age (Days)."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Work Phone, Phone, Age (Days)."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, Work Phone, -0.27, Phone, Occupation, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, -0.57, Work Phone, Car Ownership, Occupation, Education Level, Phone, -0.20, -0.15."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, Marital Status, Work Phone, Phone, Age (Days)."
Denied,Denied,"This application was denied due to -1.62, Email, Marital Status, Housing Type, Work Phone, Age (Days), Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, -0.57, Work Phone, Car Ownership, Phone, Occupation, -0.15, Education Level, Annual Income."
Denied,Denied,"This application was denied due to -1.62, Housing Type, -0.57, Work Phone, Car Ownership, Occupation, Phone, Education Level, -0.20, Annual Income."
Denied,Denied,"This application was denied due to -1.62, Housing Type, -0.57, Work Phone, Car Ownership, Occupation, Phone, -0.20, Education Level, -0.15."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, -0.57, Car Ownership, -0.20, Occupation, Phone, -0.15, Education Level."
Denied,Denied,"This application was denied due to -1.62, Housing Type, -0.57, Work Phone, Car Ownership, Phone, Occupation, -0.20, Education Level, -0.15, Annual Income."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, -0.57, Car Ownership, Occupation, Education Level, Phone, -0.20, -0.15."
Denied,Denied,"This application was denied due to -1.62, Housing Type, -0.57, Work Phone, Car Ownership, Phone, Occupation, Education Level, -0.15, -0.20."
Denied,Denied,"This application was denied due to -1.62, Housing Type, -0.57, Work Phone, Car Ownership, Education Level, Phone, -0.15, Occupation, -0.20."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, -0.57, Car Ownership, Occupation, Phone, Education Level, -0.15, -0.20."
Denied,Denied,"This application was denied due to -1.62, Housing Type, -0.57, Car Ownership, Work Phone, Phone, Education Level, -0.20, Occupation, -0.15."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Work Phone, -0.57, Car Ownership, Occupation, Phone, Education Level, -0.15."
Denied,Denied,"This application was denied due to -1.62, Housing Type, -0.57, Work Phone, Occupation, Car Ownership, Phone, -0.20, -0.15, Education Level."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, -0.82, Work Phone, Number of Children, Education Level, Phone, -0.85."
Denied,Denied,"This application was denied due to Housing Type, -1.62, Email, Number of Children, Work Phone, -0.82, Phone, Education Level, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.82, Work Phone, Number of Children, Phone, Education Level, -0.85, Annual Income."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, Work Phone, -0.82, Number of Children, Phone, Education Level, Annual Income, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.82, Number of Children, Education Level, Phone."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Number of Children, -0.82, Phone, Education Level, -0.85, Annual Income."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.82, Work Phone, Number of Children, Education Level, Phone, -0.85."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Number of Children, -0.82, Work Phone, Phone, -0.85, Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Phone, Age (Days), Occupation, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.57, Phone, Age (Days), Occupation."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Work Phone, -0.57, Occupation, Phone, Age (Days), -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.57, Occupation, Age (Days), Phone, -0.20."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, -0.57, Work Phone, Phone, Occupation, Age (Days), -0.20."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, -0.57, Work Phone, Occupation, Age (Days), Phone, -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Occupation, Phone, -0.20, Age (Days)."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, -0.57, Work Phone, Phone, Occupation, Age (Days), -0.20."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, -0.57, Work Phone, Occupation, Phone, -0.20, Age (Days)."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.57, Phone, Age (Days), -0.20, Occupation."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.57, Age (Days), Phone, Occupation, -0.20."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, Work Phone, -0.57, Occupation, Phone, -0.20, Age (Days)."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.57, Occupation, Phone, Age (Days), -0.20."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.57, Work Phone, Phone, Occupation, Age (Days), -0.20."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Employment Duration (Days), Housing Type, Car Ownership, Work Phone, Phone, Family Size."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, Work Phone, -0.57, Age (Days), Phone, Occupation, -0.20."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Email, Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Housing Type, Email, Employment Duration (Days), Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.82, Car Ownership, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.82, Car Ownership, Family Size, -0.15."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, -0.82, Car Ownership, Family Size, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.82, Car Ownership, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.82, Car Ownership, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Income Category, Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, -0.82, Car Ownership, Family Size, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Income Category, Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to Email, -1.62, Employment Duration (Days), Income Category, Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Work Phone, -0.57, Car Ownership, Age (Days), Education Level."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Work Phone, -0.57, Car Ownership, Age (Days), Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Marital Status, Housing Type, -0.57, Work Phone, Car Ownership, Age (Days), Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, -0.13, Marital Status, -0.82, Work Phone, Car Ownership, Phone, -0.85, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Housing Type, Marital Status, -0.13, Work Phone, -0.82, Car Ownership, -0.85, Phone."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Income Category, Marital Status, -0.13, -0.82, Work Phone, Car Ownership, Phone, -0.85, Family Size."
Denied,Denied,"This application was denied due to Email, Housing Type, -1.62, Income Category, Marital Status, -0.13, Work Phone, -0.82, Car Ownership, Phone, Family Size, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, Marital Status, -0.13, Work Phone, -0.82, Car Ownership, Phone, -0.85."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Housing Type, -0.13, Marital Status, Work Phone, -0.82, Car Ownership, Phone, -0.85, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Income Category, Marital Status, -0.13, Work Phone, Car Ownership, -0.82, Phone, -0.85, Family Size."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, Marital Status, Occupation, Education Level, -0.15, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Marital Status, Housing Type, Occupation, Education Level, Annual Income, -0.15."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, Marital Status, Occupation, Education Level, -0.15, Family Size, Annual Income."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, Marital Status, Education Level, Occupation, Annual Income, Family Size, -0.15."
Denied,Denied,"This application was denied due to Income Category, Housing Type, Email, Marital Status, Occupation, Education Level, -0.15, Family Size."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, Marital Status, Occupation, Education Level, -0.15, Family Size, Annual Income."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, Marital Status, Occupation, Education Level, -0.15, Family Size."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, Marital Status, Occupation, Education Level, -0.15, Annual Income, Family Size."
Denied,Denied,"This application was denied due to Email, Income Category, Marital Status, Housing Type, Occupation, -0.15, Family Size, Annual Income, Education Level."
Denied,Denied,"This application was denied due to Email, Housing Type, Income Category, Marital Status, Occupation, Education Level, -0.15, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, Marital Status, Occupation, Education Level, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Family Size, -0.15."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, -0.15."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, Work Phone, -0.15, Family Size."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, Work Phone, -0.15, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Employment Duration (Days), Income Category, Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Employment Duration (Days), Income Category, Housing Type, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to -1.62, Employment Duration (Days), Income Category, Housing Type, Car Ownership, Work Phone, Phone."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Housing Type, Employment Duration (Days), Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to -1.62, Employment Duration (Days), Income Category, Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Income Category, Employment Duration (Days), Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Employment Duration (Days), Housing Type, Income Category, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Employment Duration (Days), Income Category, Housing Type, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Employment Duration (Days), Income Category, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Work Phone, Number of Children, Car Ownership, Phone, Age (Days)."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Number of Children, Car Ownership, Phone, Age (Days)."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, Car Ownership, Work Phone, Number of Children, Phone, Age (Days), Annual Income."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Work Phone, Car Ownership, Number of Children, Phone, Age (Days), Annual Income."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Number of Children, Age (Days), Phone."
Denied,Denied,"This application was denied due to Housing Type, -1.62, Email, Work Phone, Number of Children, Car Ownership, Phone, Age (Days)."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Number of Children, Car Ownership, Phone, Age (Days)."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, Work Phone, Car Ownership, Phone, Number of Children, Age (Days), Annual Income."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Work Phone, Car Ownership, Phone, Age (Days), Family Size."
Denied,Denied,"This application was denied due to Email, -1.62, Housing Type, Work Phone, Car Ownership, Phone, Age (Days), Family Size."
Denied,Denied,"This application was denied due to Marital Status, Work Phone, Car Ownership, Phone, Age (Days), Education Level, Family Size, -0.61."
Denied,Denied,"This application was denied due to Marital Status, Work Phone, Car Ownership, Phone, Age (Days), Family Size, Education Level."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Email, Housing Type, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to Marital Status, Work Phone, Car Ownership, Phone, Age (Days), Education Level, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Income Category, Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Income Category, Email, Employment Duration (Days), Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Employment Duration (Days), Income Category, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Housing Type, Income Category, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Housing Type, Employment Duration (Days), Email, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Marital Status, Housing Type, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Housing Type, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Housing Type, Marital Status, Work Phone, Car Ownership, Phone."
Denied,Denied,"This application was denied due to Email, -1.62, Income Category, Housing Type, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Email, Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, -1.62, Housing Type, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Phone, Family Size."
Denied,Denied,"This application was denied due to Email, Marital Status, Number of Children, Phone, Occupation, -0.85."
Denied,Denied,"This application was denied due to Email, Marital Status, Number of Children, Phone, Occupation, -0.85."
Denied,Denied,"This application was denied due to Email, Marital Status, Number of Children, Occupation, Phone, -0.85."
Denied,Denied,"This application was denied due to Email, Marital Status, Number of Children, Occupation, Phone, -0.85."
Denied,Denied,"This application was denied due to -1.62, Income Category, Employment Duration (Days), Email, Work Phone, Car Ownership, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Income Category, Work Phone, Car Ownership, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Income Category, Work Phone, Car Ownership."
Denied,Denied,"This application was denied due to Email, -1.62, Income Category, Employment Duration (Days), Work Phone, Car Ownership, Family Size."
Denied,Denied,"This application was denied due to -1.62, Income Category, Email, Employment Duration (Days), Work Phone, Car Ownership."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Work Phone, Car Ownership."
Denied,Denied,"This application was denied due to -1.62, Email, Income Category, Employment Duration (Days), Work Phone, Car Ownership."
Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Phone, Family Size, Age (Days)."
Denied,Denied,"This application was denied due to Email, -1.62, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Age (Days), Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Employment Duration (Days), Email, Marital Status, Work Phone, Car Ownership, Age (Days), Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Phone, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Employment Duration (Days), Marital Status, Work Phone, Car Ownership, Phone, Age (Days), Family Size."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Marital Status, Car Ownership, Work Phone, Phone, Occupation, -0.85."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Marital Status, Work Phone, Car Ownership, Occupation, Phone, -0.85, Annual Income."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Occupation, -0.85."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Marital Status, Work Phone, Car Ownership, Phone, Occupation, -0.85."
Denied,Denied,"This application was denied due to -1.62, Employment Duration (Days), Housing Type, Email, Marital Status, Work Phone, -0.82, Car Ownership, -0.85, Phone, Family Size."
Denied,Denied,"This application was denied due to -1.62, Email, Housing Type, Marital Status, Work Phone, Car Ownership, Phone, Occupation, -0.85."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, Work Phone, Car Ownership, Phone, -0.15, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, Work Phone, Car Ownership, Phone, -0.15, Family Size."
Denied,Denied,"This application was denied due to Income Category, Email, Housing Type, Work Phone, Car Ownership, Phone, -0.15, -0.77, Family Size."
Denied,Denied,"This application was denied due to Income Category, Housing Type, Email, Work Phone, Car Ownership, Phone, Family Size, -0.15."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, Work Phone, Car Ownership, Phone, -0.15."
Denied,Denied,"This application was denied due to Email, Income Category, Housing Type, Work Phone, Car Ownership, Phone, -0.15."
Denied,Denied,"This application was denied due to -1.62, Housing Type, Email, Work Phone, Car Ownership, Occupation, Phone, Age (Days), Education Level, Family Size."
